"","Species","Common_name","Begin_study_date","End_study_date","Life_history_process","sex","Fucntional_form","Value","Units","Parameter_name","Sample_size","Method","Large_marine_ecosystem","More_specific_location","Reference"
"935","Saurida elongata","Slender lizardfish",2011,2011,"weight at length","female","power function",3.05,"NA","b","29","NA","Yellow Sea","Haizhou Bay","Wang X et al 2013 Length–weight relationships of 43 fish species from Haizhou Bay, central Yellow Sea. Journal of Applied Ichthyology 29(2013)."
"936","Saurida elongata","Slender lizardfish",2011,2011,"weight at length","male","power function",4.18e-06,"NA","a","72","NA","Yellow Sea","Haizhou Bay","Wang X et al 2013 Length–weight relationships of 43 fish species from Haizhou Bay, central Yellow Sea. Journal of Applied Ichthyology 29(2013)."
"937","Saurida elongata","Slender lizardfish",2011,2011,"weight at length","male","power function",3.12,"NA","b","72","NA","Yellow Sea","Haizhou Bay","Wang X et al 2013 Length–weight relationships of 43 fish species from Haizhou Bay, central Yellow Sea. Journal of Applied Ichthyology 29(2013)."
"938","Chelidonichthys spinosus","Spiny red gurnard",2011,2011,"weight at length","both","power function",3.73e-06,"NA","a","1013","NA","Yellow Sea","Haizhou Bay","Wang X et al 2013 Length–weight relationships of 43 fish species from Haizhou Bay, central Yellow Sea. Journal of Applied Ichthyology 29(2013)."
"939","Chelidonichthys spinosus","Spiny red gurnard",2011,2011,"weight at length","both","power function",3.34,"NA","b","1013","NA","Yellow Sea","Haizhou Bay","Wang X et al 2013 Length–weight relationships of 43 fish species from Haizhou Bay, central Yellow Sea. Journal of Applied Ichthyology 29(2013)."
"940","Scomberomorus niphonius","Japanese Spanish mackerel",2006,2008,"growth","both","von Bertalanffy",746,"mm","Linf","NA","NA","Yellow Sea","NA","Sun BS 2009, The current situation and conservation of Scomberomorus niphonius in Yellow Sea and Bohai Bay. Master's dissertation. Chinese Academy of Agricultural Sciences."
"941","Scomberomorus niphonius","Japanese Spanish mackerel",2006,2008,"growth","both","von Bertalanffy",0.4606,"NA","k","NA","NA","Yellow Sea","NA","Sun BS 2009, The current situation and conservation of Scomberomorus niphonius in Yellow Sea and Bohai Bay. Master's dissertation. Chinese Academy of Agricultural Sciences."
"942","Scomberomorus niphonius","Japanese Spanish mackerel",2006,2008,"growth","both","von Bertalanffy",-0.733,"NA","t0","NA","NA","Yellow Sea","NA","Sun BS 2009, The current situation and conservation of Scomberomorus niphonius in Yellow Sea and Bohai Bay. Master's dissertation. Chinese Academy of Agricultural Sciences."
"943","Scomberomorus niphonius","Japanese Spanish mackerel",2006,2008,"growth","both","von Bertalanffy",3157,"g","Winf","NA","NA","Yellow Sea","NA","Sun BS 2009, The current situation and conservation of Scomberomorus niphonius in Yellow Sea and Bohai Bay. Master's dissertation. Chinese Academy of Agricultural Sciences."
"944","Scomberomorus niphonius","Japanese Spanish mackerel",2006,2008,"weight at length","both","power function",2.3e-05,"NA","a","NA","NA","Yellow Sea","NA","Sun BS 2009, The current situation and conservation of Scomberomorus niphonius in Yellow Sea and Bohai Bay. Master's dissertation. Chinese Academy of Agricultural Sciences."
"945","Scomberomorus niphonius","Japanese Spanish mackerel",2006,2008,"weight at length","both","power function",2.8159,"NA","b","NA","NA","Yellow Sea","NA","Sun BS 2009, The current situation and conservation of Scomberomorus niphonius in Yellow Sea and Bohai Bay. Master's dissertation. Chinese Academy of Agricultural Sciences."
"946","Scomberomorus niphonius","Japanese Spanish mackerel",2006,2008,"age at maturity","both","NA",1,"y","NA","NA","NA","Yellow Sea","NA","Sun BS 2009, The current situation and conservation of Scomberomorus niphonius in Yellow Sea and Bohai Bay. Master's dissertation. Chinese Academy of Agricultural Sciences."
"947","Scomberomorus niphonius","Japanese Spanish mackerel",2006,2008,"natural mortality","both","NA",0.4112,"NA","M","NA","Ricker, Alverson, Pauly, Gunderson","Yellow Sea","NA","Sun BS 2009, The current situation and conservation of Scomberomorus niphonius in Yellow Sea and Bohai Bay. Master's dissertation. Chinese Academy of Agricultural Sciences."
"948","Scomberomorus niphonius","Japanese Spanish mackerel",2006,2008,"total mortality","both","NA",3.0535,"NA","Z","NA","NA","Yellow Sea","NA","Sun BS 2009, The current situation and conservation of Scomberomorus niphonius in Yellow Sea and Bohai Bay. Master's dissertation. Chinese Academy of Agricultural Sciences."
"949","Scomberomorus niphonius","Japanese Spanish mackerel",2006,2008,"fishing mortality","both","NA",2.6423,"NA","F","NA","NA","Yellow Sea","NA","Sun BS 2009, The current situation and conservation of Scomberomorus niphonius in Yellow Sea and Bohai Bay. Master's dissertation. Chinese Academy of Agricultural Sciences."
"950","Scomberomorus niphonius","Japanese Spanish mackerel",2006,2006,"total mortality","both","NA",3.1157,"NA","Z","NA","NA","Yellow Sea","NA","Sun BS 2009, The current situation and conservation of Scomberomorus niphonius in Yellow Sea and Bohai Bay. Master's dissertation. Chinese Academy of Agricultural Sciences."
"951","Scomberomorus niphonius","Japanese Spanish mackerel",2006,2006,"fishing mortality","both","NA",2.7045,"NA","F","NA","NA","Yellow Sea","NA","Sun BS 2009, The current situation and conservation of Scomberomorus niphonius in Yellow Sea and Bohai Bay. Master's dissertation. Chinese Academy of Agricultural Sciences."
"952","Scomberomorus niphonius","Japanese Spanish mackerel",2007,2007,"total mortality","both","NA",3.0113,"NA","Z","NA","NA","Yellow Sea","NA","Sun BS 2009, The current situation and conservation of Scomberomorus niphonius in Yellow Sea and Bohai Bay. Master's dissertation. Chinese Academy of Agricultural Sciences."
"953","Scomberomorus niphonius","Japanese Spanish mackerel",2007,2007,"fishing mortality","both","NA",2.6001,"NA","F","NA","NA","Yellow Sea","NA","Sun BS 2009, The current situation and conservation of Scomberomorus niphonius in Yellow Sea and Bohai Bay. Master's dissertation. Chinese Academy of Agricultural Sciences."
"954","Scomberomorus niphonius","Japanese Spanish mackerel",2008,2008,"total mortality","both","NA",3.0335,"NA","Z","NA","NA","Yellow Sea","NA","Sun BS 2009, The current situation and conservation of Scomberomorus niphonius in Yellow Sea and Bohai Bay. Master's dissertation. Chinese Academy of Agricultural Sciences."
"955","Scomberomorus niphonius","Japanese Spanish mackerel",2008,2008,"fishing mortality","both","NA",2.6223,"NA","F","NA","NA","Yellow Sea","NA","Sun BS 2009, The current situation and conservation of Scomberomorus niphonius in Yellow Sea and Bohai Bay. Master's dissertation. Chinese Academy of Agricultural Sciences."
"956","Scomberomorus niphonius","Japanese Spanish mackerel",1974,1978,"weight at length","both","power function",2.3e-05,"NA","a","6522","NA","Yellow Sea","NA","Liu CX et al 1982 Studies on the growth of spanish mackerel, Scomberomorus niphonius in the Huanghai Sea and Bohai Sea. Oceanologia et Limnologia Sinica 13(2)."
"957","Scomberomorus niphonius","Japanese Spanish mackerel",1974,1978,"weight at length","both","power function",2.8159,"NA","b","6522","NA","Yellow Sea","NA","Liu CX et al 1982 Studies on the growth of spanish mackerel, Scomberomorus niphonius in the Huanghai Sea and Bohai Sea. Oceanologia et Limnologia Sinica 13(2)."
"958","Scomberomorus niphonius","Japanese Spanish mackerel",1974,1974,"weight at length","both","power function",1.63e-05,"NA","a","1273","NA","Yellow Sea","NA","Liu CX et al 1982 Studies on the growth of spanish mackerel, Scomberomorus niphonius in the Huanghai Sea and Bohai Sea. Oceanologia et Limnologia Sinica 13(2)."
"959","Scomberomorus niphonius","Japanese Spanish mackerel",1974,1974,"weight at length","both","power function",2.8659,"NA","b","1273","NA","Yellow Sea","NA","Liu CX et al 1982 Studies on the growth of spanish mackerel, Scomberomorus niphonius in the Huanghai Sea and Bohai Sea. Oceanologia et Limnologia Sinica 13(2)."
"960","Scomberomorus niphonius","Japanese Spanish mackerel",1975,1975,"weight at length","both","power function",1.72e-05,"NA","a","1268","NA","Yellow Sea","NA","Liu CX et al 1982 Studies on the growth of spanish mackerel, Scomberomorus niphonius in the Huanghai Sea and Bohai Sea. Oceanologia et Limnologia Sinica 13(2)."
"961","Scomberomorus niphonius","Japanese Spanish mackerel",1975,1975,"weight at length","both","power function",2.8603,"NA","b","1268","NA","Yellow Sea","NA","Liu CX et al 1982 Studies on the growth of spanish mackerel, Scomberomorus niphonius in the Huanghai Sea and Bohai Sea. Oceanologia et Limnologia Sinica 13(2)."
"962","Scomberomorus niphonius","Japanese Spanish mackerel",1976,1976,"weight at length","both","power function",1.81e-05,"NA","a","1047","NA","Yellow Sea","NA","Liu CX et al 1982 Studies on the growth of spanish mackerel, Scomberomorus niphonius in the Huanghai Sea and Bohai Sea. Oceanologia et Limnologia Sinica 13(2)."
"963","Scomberomorus niphonius","Japanese Spanish mackerel",1976,1976,"weight at length","both","power function",2.8486,"NA","b","1047","NA","Yellow Sea","NA","Liu CX et al 1982 Studies on the growth of spanish mackerel, Scomberomorus niphonius in the Huanghai Sea and Bohai Sea. Oceanologia et Limnologia Sinica 13(2)."
"964","Scomberomorus niphonius","Japanese Spanish mackerel",1977,1977,"weight at length","both","power function",5.76e-05,"NA","a","1756","NA","Yellow Sea","NA","Liu CX et al 1982 Studies on the growth of spanish mackerel, Scomberomorus niphonius in the Huanghai Sea and Bohai Sea. Oceanologia et Limnologia Sinica 13(2)."
"965","Scomberomorus niphonius","Japanese Spanish mackerel",1977,1977,"weight at length","both","power function",2.6699,"NA","b","1756","NA","Yellow Sea","NA","Liu CX et al 1982 Studies on the growth of spanish mackerel, Scomberomorus niphonius in the Huanghai Sea and Bohai Sea. Oceanologia et Limnologia Sinica 13(2)."
"966","Scomberomorus niphonius","Japanese Spanish mackerel",1978,1978,"weight at length","both","power function",1.07e-05,"NA","a","1053","NA","Yellow Sea","NA","Liu CX et al 1982 Studies on the growth of spanish mackerel, Scomberomorus niphonius in the Huanghai Sea and Bohai Sea. Oceanologia et Limnologia Sinica 13(2)."
"967","Scomberomorus niphonius","Japanese Spanish mackerel",1978,1978,"weight at length","both","power function",2.9418,"NA","b","1053","NA","Yellow Sea","NA","Liu CX et al 1982 Studies on the growth of spanish mackerel, Scomberomorus niphonius in the Huanghai Sea and Bohai Sea. Oceanologia et Limnologia Sinica 13(2)."
"968","Scomberomorus niphonius","Japanese Spanish mackerel",1974,1978,"growth","both","von Bertalanffy",709,"mm","Linf","6522","NA","Yellow Sea","NA","Liu CX et al 1982 Studies on the growth of spanish mackerel, Scomberomorus niphonius in the Huanghai Sea and Bohai Sea. Oceanologia et Limnologia Sinica 13(2)."
"969","Scomberomorus niphonius","Japanese Spanish mackerel",1974,1978,"growth","both","von Bertalanffy",0.53,"NA","k","6522","NA","Yellow Sea","NA","Liu CX et al 1982 Studies on the growth of spanish mackerel, Scomberomorus niphonius in the Huanghai Sea and Bohai Sea. Oceanologia et Limnologia Sinica 13(2)."
"970","Scomberomorus niphonius","Japanese Spanish mackerel",1974,1978,"growth","both","von Bertalanffy",-0.7,"NA","t0","6522","NA","Yellow Sea","NA","Liu CX et al 1982 Studies on the growth of spanish mackerel, Scomberomorus niphonius in the Huanghai Sea and Bohai Sea. Oceanologia et Limnologia Sinica 13(2)."
"971","Scomberomorus niphonius","Japanese Spanish mackerel",1974,1978,"growth","both","von Bertalanffy",2669,"g","Winf","6522","NA","Yellow Sea","NA","Liu CX et al 1982 Studies on the growth of spanish mackerel, Scomberomorus niphonius in the Huanghai Sea and Bohai Sea. Oceanologia et Limnologia Sinica 13(2)."
"972","Scomberomorus niphonius","Japanese Spanish mackerel",1974,1978,"growth","both","von Bertalanffy",0.51,"NA","k","6522","NA","Yellow Sea","NA","Liu CX et al 1982 Studies on the growth of spanish mackerel, Scomberomorus niphonius in the Huanghai Sea and Bohai Sea. Oceanologia et Limnologia Sinica 13(2)."
"973","Scomberomorus niphonius","Japanese Spanish mackerel",1974,1978,"growth","both","von Bertalanffy",-0.63,"NA","t0","6522","NA","Yellow Sea","NA","Liu CX et al 1982 Studies on the growth of spanish mackerel, Scomberomorus niphonius in the Huanghai Sea and Bohai Sea. Oceanologia et Limnologia Sinica 13(2)."
"974","Ammodytes personatus","Pacific sandlance",2002,2003,"weight at length","both","power function",2.21e-06,"NA","a","490","NA","Yellow Sea","Qingdao","Wang YJ  Preliminary study of otolith in fish age and growth and fish stock identifying. Master's dissertation. Ocean University of China."
"975","Ammodytes personatus","Pacific sandlance",2002,2003,"weight at length","both","power function",3.059,"NA","b","490","NA","Yellow Sea","Qingdao","Wang YJ  Preliminary study of otolith in fish age and growth and fish stock identifying. Master's dissertation. Ocean University of China."
"976","Ammodytes personatus","Pacific sandlance",2002,2003,"growth","male","von Bertalanffy",194.15,"mm","Linf","109","NA","Yellow Sea","Qingdao","Wang YJ  Preliminary study of otolith in fish age and growth and fish stock identifying. Master's dissertation. Ocean University of China."
"977","Ammodytes personatus","Pacific sandlance",2002,2003,"growth","male","von Bertalanffy",0.465,"NA","k","109","NA","Yellow Sea","Qingdao","Wang YJ  Preliminary study of otolith in fish age and growth and fish stock identifying. Master's dissertation. Ocean University of China."
"978","Ammodytes personatus","Pacific sandlance",2002,2003,"growth","male","von Bertalanffy",-1.156,"NA","t0","109","NA","Yellow Sea","Qingdao","Wang YJ  Preliminary study of otolith in fish age and growth and fish stock identifying. Master's dissertation. Ocean University of China."
"979","Ammodytes personatus","Pacific sandlance",2002,2003,"growth","female","von Bertalanffy",182.65,"mm","Linf","103","NA","Yellow Sea","Qingdao","Wang YJ  Preliminary study of otolith in fish age and growth and fish stock identifying. Master's dissertation. Ocean University of China."
"980","Ammodytes personatus","Pacific sandlance",2002,2003,"growth","female","von Bertalanffy",0.585,"NA","k","103","NA","Yellow Sea","Qingdao","Wang YJ  Preliminary study of otolith in fish age and growth and fish stock identifying. Master's dissertation. Ocean University of China."
"981","Ammodytes personatus","Pacific sandlance",2002,2003,"growth","female","von Bertalanffy",-0.789,"NA","t0","103","NA","Yellow Sea","Qingdao","Wang YJ  Preliminary study of otolith in fish age and growth and fish stock identifying. Master's dissertation. Ocean University of China."
